"","Specie.Code","year","session","Location","N","i","tot_net_hours","caps_per_1K_nethours","tot.yrs","year_cent"
"371","ANPA",2013,"PRIMERA","MASE",0,371,236,0,0,2
"372","ANPA",2014,"PRIMERA","MASE",0,372,234.5,0,0,3
"373","ANPA",2015,"PRIMERA","MASE",0,373,350,0,0,4
"374","ANPA",2016,"PRIMERA","MASE",0,374,196.5,0,0,5
"375","ANPA",2006,"SEGUNDA","MASE",0,375,288.4,0,0,-5
"376","ANPA",2007,"SEGUNDA","MASE",0,376,293.4,0,0,-4
"377","ANPA",2008,"SEGUNDA","MASE",0,377,300,0,0,-3
"378","ANPA",2009,"SEGUNDA","MASE",0,378,320,0,0,-2
"379","ANPA",2010,"SEGUNDA","MASE",0,379,285,0,0,-1
"380","ANPA",2011,"SEGUNDA","MASE",0,380,250,0,0,0
"381","ANPA",2012,"SEGUNDA","MASE",0,381,337.5,0,0,1
"382","ANPA",2013,"SEGUNDA","MASE",0,382,289,0,0,2
"383","ANPA",2014,"SEGUNDA","MASE",0,383,275,0,0,3
"384","ANPA",2015,"SEGUNDA","MASE",0,384,350,0,0,4
"385","ANPA",2016,"SEGUNDA","MASE",0,385,225,0,0,5
"386","ANPA",2006,"TERCERA","MASE",0,386,220,0,0,-5
"387","ANPA",2007,"TERCERA","MASE",0,387,300,0,0,-4
"388","ANPA",2008,"TERCERA","MASE",0,388,320,0,0,-3
"389","ANPA",2009,"TERCERA","MASE",0,389,300,0,0,-2
"390","ANPA",2010,"TERCERA","MASE",0,390,196.5,0,0,-1
"391","ANPA",2011,"TERCERA","MASE",0,391,180,0,0,0
"392","ANPA",2012,"TERCERA","MASE",0,392,348,0,0,1
"393","ANPA",2013,"TERCERA","MASE",0,393,350,0,0,2
"394","ANPA",2014,"TERCERA","MASE",0,394,260,0,0,3
"395","ANPA",2015,"TERCERA","MASE",0,395,323.5,0,0,4
"396","ANPA",2016,"TERCERA","MASE",0,396,207.16999817,0,0,5
"397","ATLA",2006,"PRIMERA","LLAV",1,397,256.3,3.90167772142021,8,-5
"398","ATLA",2007,"PRIMERA","LLAV",1,398,311,3.21543408360129,8,-4
"399","ATLA",2008,"PRIMERA","LLAV",1,399,90.75,11.0192837465565,8,-3
"400","ATLA",2009,"PRIMERA","LLAV",1,400,242,4.13223140495868,8,-2
"401","ATLA",2010,"PRIMERA","LLAV",0,401,248,0,8,-1
"402","ATLA",2011,"PRIMERA","LLAV",1,402,266.5,3.75234521575985,8,0
"403","ATLA",2012,"PRIMERA","LLAV",1,403,175,5.71428571428571,8,1
"404","ATLA",2013,"PRIMERA","LLAV",2,404,241,8.29875518672199,8,2
"405","ATLA",2014,"PRIMERA","LLAV",1,405,271.5,3.68324125230203,8,3
"406","ATLA",2015,"PRIMERA","LLAV",0,406,296.5,0,8,4
"407","ATLA",2016,"PRIMERA","LLAV",0,407,219,0,8,5
"408","ATLA",2006,"SEGUNDA","LLAV",3,408,291.6,10.2880658436214,4,-5
"409","ATLA",2007,"SEGUNDA","LLAV",0,409,256.6,0,4,-4
"410","ATLA",2008,"SEGUNDA","LLAV",1,410,210,4.76190476190476,4,-3
"411","ATLA",2009,"SEGUNDA","LLAV",1,411,194,5.15463917525773,4,-2
"412","ATLA",2010,"SEGUNDA","LLAV",0,412,241,0,4,-1
"413","ATLA",2011,"SEGUNDA","LLAV",0,413,230,0,4,0
"414","ATLA",2012,"SEGUNDA","LLAV",0,414,83.5,0,4,1
"415","ATLA",2013,"SEGUNDA","LLAV",0,415,252,0,4,2
"416","ATLA",2014,"SEGUNDA","LLAV",2,416,229,8.73362445414847,4,3
"417","ATLA",2015,"SEGUNDA","LLAV",0,417,255,0,4,4
"418","ATLA",2016,"SEGUNDA","LLAV",0,418,110,0,4,5
"419","ATLA",2006,"TERCERA","LLAV",0,419,282,0,4,-5
"420","ATLA",2007,"TERCERA","LLAV",0,420,320,0,4,-4
"421","ATLA",2008,"TERCERA","LLAV",1,421,248.5,4.02414486921529,4,-3
"422","ATLA",2009,"TERCERA","LLAV",0,422,265,0,4,-2
"423","ATLA",2010,"TERCERA","LLAV",1,423,191,5.23560209424084,4,-1
"424","ATLA",2011,"TERCERA","LLAV",0,424,198.5,0,4,0
"425","ATLA",2012,"TERCERA","LLAV",1,425,206,4.85436893203883,4,1
"427","ATLA",2014,"TERCERA","LLAV",1,427,438,2.28310502283105,4,3
"428","ATLA",2015,"TERCERA","LLAV",0,428,300,0,4,4
"429","ATLA",2016,"TERCERA","LLAV",0,429,200,0,4,5
"430","ATLA",2006,"PRIMERA","MAIN",8,430,326.6,24.4947948560931,7,-5
"431","ATLA",2007,"PRIMERA","MAIN",4,431,237.5,16.8421052631579,7,-4
"432","ATLA",2008,"PRIMERA","MAIN",2,432,269.5,7.42115027829314,7,-3
"433","ATLA",2009,"PRIMERA","MAIN",2,433,180,11.1111111111111,7,-2
"434","ATLA",2010,"PRIMERA","MAIN",0,434,284.5,0,7,-1
"435","ATLA",2011,"PRIMERA","MAIN",0,435,270,0,7,0
"436","ATLA",2012,"PRIMERA","MAIN",3,436,220,13.6363636363636,7,1
"437","ATLA",2013,"PRIMERA","MAIN",1,437,237,4.21940928270042,7,2
"438","ATLA",2014,"PRIMERA","MAIN",1,438,288.5,3.46620450606586,7,3
"439","ATLA",2015,"PRIMERA","MAIN",0,439,195,0,7,4
"440","ATLA",2016,"PRIMERA","MAIN",0,440,170,0,7,5
"441","ATLA",2006,"SEGUNDA","MAIN",2,441,245.2,8.15660685154976,9,-5
"442","ATLA",2007,"SEGUNDA","MAIN",1,442,233.4,4.28449014567266,9,-4
"443","ATLA",2008,"SEGUNDA","MAIN",7,443,320,21.875,9,-3
"444","ATLA",2009,"SEGUNDA","MAIN",1,444,320,3.125,9,-2
"445","ATLA",2010,"SEGUNDA","MAIN",2,445,210,9.52380952380953,9,-1
"446","ATLA",2011,"SEGUNDA","MAIN",1,446,279.5,3.5778175313059,9,0
"447","ATLA",2012,"SEGUNDA","MAIN",3,447,400,7.5,9,1
"448","ATLA",2013,"SEGUNDA","MAIN",0,448,140,0,9,2
"449","ATLA",2014,"SEGUNDA","MAIN",1,449,300,3.33333333333333,9,3
"450","ATLA",2015,"SEGUNDA","MAIN",0,450,242.5,0,9,4
"451","ATLA",2016,"SEGUNDA","MAIN",3,451,190,15.7894736842105,9,5
"452","ATLA",2006,"TERCERA","MAIN",0,452,160,0,8,-5
"453","ATLA",2007,"TERCERA","MAIN",1,453,251.6,3.97456279809221,8,-4
"454","ATLA",2008,"TERCERA","MAIN",2,454,320,6.25,8,-3
"455","ATLA",2009,"TERCERA","MAIN",9,455,302,29.8013245033113,8,-2
"456","ATLA",2010,"TERCERA","MAIN",0,456,180,0,8,-1
"457","ATLA",2011,"TERCERA","MAIN",3,457,290,10.3448275862069,8,0
"458","ATLA",2012,"TERCERA","MAIN",2,458,269,7.43494423791822,8,1
"459","ATLA",2013,"TERCERA","MAIN",1,459,190,5.26315789473684,8,2
"460","ATLA",2014,"TERCERA","MAIN",2,460,310,6.45161290322581,8,3
"461","ATLA",2015,"TERCERA","MAIN",3,461,290,10.3448275862069,8,4
"462","ATLA",2016,"TERCERA","MAIN",0,462,170,0,8,5
"463","ATLA",2006,"PRIMERA","MASE",3,463,300.9,9.97008973080758,1,-5
"464","ATLA",2007,"PRIMERA","MASE",0,464,281.6,0,1,-4
"465","ATLA",2008,"PRIMERA","MASE",0,465,216.5,0,1,-3
"466","ATLA",2009,"PRIMERA","MASE",0,466,210,0,1,-2
"467","ATLA",2010,"PRIMERA","MASE",0,467,228,0,1,-1
"468","ATLA",2011,"PRIMERA","MASE",0,468,320,0,1,0
"469","ATLA",2012,"PRIMERA","MASE",0,469,262.5,0,1,1
"470","ATLA",2013,"PRIMERA","MASE",0,470,236,0,1,2
"471","ATLA",2014,"PRIMERA","MASE",0,471,234.5,0,1,3
"472","ATLA",2015,"PRIMERA","MASE",0,472,350,0,1,4
"473","ATLA",2016,"PRIMERA","MASE",0,473,196.5,0,1,5
"474","ATLA",2006,"SEGUNDA","MASE",1,474,288.4,3.46740638002774,5,-5
"475","ATLA",2007,"SEGUNDA","MASE",1,475,293.4,3.40831629175188,5,-4
"476","ATLA",2008,"SEGUNDA","MASE",2,476,300,6.66666666666667,5,-3
"477","ATLA",2009,"SEGUNDA","MASE",2,477,320,6.25,5,-2
"478","ATLA",2010,"SEGUNDA","MASE",0,478,285,0,5,-1
"479","ATLA",2011,"SEGUNDA","MASE",0,479,250,0,5,0
"480","ATLA",2012,"SEGUNDA","MASE",0,480,337.5,0,5,1
"481","ATLA",2013,"SEGUNDA","MASE",0,481,289,0,5,2
"482","ATLA",2014,"SEGUNDA","MASE",0,482,275,0,5,3
"483","ATLA",2015,"SEGUNDA","MASE",1,483,350,2.85714285714286,5,4
"484","ATLA",2016,"SEGUNDA","MASE",0,484,225,0,5,5
"485","ATLA",2006,"TERCERA","MASE",1,485,220,4.54545454545454,4,-5
"486","ATLA",2007,"TERCERA","MASE",0,486,300,0,4,-4
"487","ATLA",2008,"TERCERA","MASE",1,487,320,3.125,4,-3
"488","ATLA",2009,"TERCERA","MASE",0,488,300,0,4,-2
"489","ATLA",2010,"TERCERA","MASE",0,489,196.5,0,4,-1
"490","ATLA",2011,"TERCERA","MASE",0,490,180,0,4,0
"491","ATLA",2012,"TERCERA","MASE",1,491,348,2.8735632183908,4,1
"492","ATLA",2013,"TERCERA","MASE",0,492,350,0,4,2
"493","ATLA",2014,"TERCERA","MASE",0,493,260,0,4,3
"494","ATLA",2015,"TERCERA","MASE",1,494,323.5,3.09119010819165,4,4
"495","ATLA",2016,"TERCERA","MASE",0,495,207.16999817,0,4,5
"496","BACO",2006,"PRIMERA","LLAV",0,496,256.3,0,3,-5
"497","BACO",2007,"PRIMERA","LLAV",0,497,311,0,3,-4
"498","BACO",2008,"PRIMERA","LLAV",0,498,90.75,0,3,-3
"499","BACO",2009,"PRIMERA","LLAV",2,499,242,8.26446280991736,3,-2
"500","BACO",2010,"PRIMERA","LLAV",0,500,248,0,3,-1
"501","BACO",2011,"PRIMERA","LLAV",0,501,266.5,0,3,0
"502","BACO",2012,"PRIMERA","LLAV",0,502,175,0,3,1
"503","BACO",2013,"PRIMERA","LLAV",0,503,241,0,3,2
"504","BACO",2014,"PRIMERA","LLAV",1,504,271.5,3.68324125230203,3,3
"505","BACO",2015,"PRIMERA","LLAV",1,505,296.5,3.37268128161889,3,4
"506","BACO",2016,"PRIMERA","LLAV",0,506,219,0,3,5
"507","BACO",2006,"SEGUNDA","LLAV",0,507,291.6,0,3,-5
"508","BACO",2007,"SEGUNDA","LLAV",0,508,256.6,0,3,-4
"509","BACO",2008,"SEGUNDA","LLAV",0,509,210,0,3,-3
"510","BACO",2009,"SEGUNDA","LLAV",0,510,194,0,3,-2
"511","BACO",2010,"SEGUNDA","LLAV",1,511,241,4.149377593361,3,-1
"512","BACO",2011,"SEGUNDA","LLAV",2,512,230,8.69565217391304,3,0
"513","BACO",2012,"SEGUNDA","LLAV",0,513,83.5,0,3,1
"514","BACO",2013,"SEGUNDA","LLAV",0,514,252,0,3,2
"515","BACO",2014,"SEGUNDA","LLAV",1,515,229,4.36681222707424,3,3
"516","BACO",2015,"SEGUNDA","LLAV",0,516,255,0,3,4
"517","BACO",2016,"SEGUNDA","LLAV",0,517,110,0,3,5
"518","BACO",2006,"TERCERA","LLAV",0,518,282,0,3,-5
"519","BACO",2007,"TERCERA","LLAV",0,519,320,0,3,-4
"520","BACO",2008,"TERCERA","LLAV",1,520,248.5,4.02414486921529,3,-3
"521","BACO",2009,"TERCERA","LLAV",0,521,265,0,3,-2
"522","BACO",2010,"TERCERA","LLAV",1,522,191,5.23560209424084,3,-1
"523","BACO",2011,"TERCERA","LLAV",0,523,198.5,0,3,0
"524","BACO",2012,"TERCERA","LLAV",0,524,206,0,3,1
"526","BACO",2014,"TERCERA","LLAV",0,526,438,0,3,3
"527","BACO",2015,"TERCERA","LLAV",0,527,300,0,3,4
"528","BACO",2016,"TERCERA","LLAV",1,528,200,5,3,5
"529","BACO",2006,"PRIMERA","MAIN",3,529,326.6,9.1855480710349,9,-5
"530","BACO",2007,"PRIMERA","MAIN",6,530,237.5,25.2631578947368,9,-4
"531","BACO",2008,"PRIMERA","MAIN",7,531,269.5,25.974025974026,9,-3
"532","BACO",2009,"PRIMERA","MAIN",0,532,180,0,9,-2
"533","BACO",2010,"PRIMERA","MAIN",3,533,284.5,10.5448154657294,9,-1
"534","BACO",2011,"PRIMERA","MAIN",3,534,270,11.1111111111111,9,0
"535","BACO",2012,"PRIMERA","MAIN",8,535,220,36.3636363636364,9,1
"536","BACO",2013,"PRIMERA","MAIN",1,536,237,4.21940928270042,9,2
"537","BACO",2014,"PRIMERA","MAIN",2,537,288.5,6.93240901213172,9,3
"538","BACO",2015,"PRIMERA","MAIN",4,538,195,20.5128205128205,9,4
"539","BACO",2016,"PRIMERA","MAIN",0,539,170,0,9,5
"540","BACO",2006,"SEGUNDA","MAIN",1,540,245.2,4.07830342577488,9,-5
"541","BACO",2007,"SEGUNDA","MAIN",2,541,233.4,8.56898029134533,9,-4
"542","BACO",2008,"SEGUNDA","MAIN",4,542,320,12.5,9,-3
"543","BACO",2009,"SEGUNDA","MAIN",6,543,320,18.75,9,-2
"544","BACO",2010,"SEGUNDA","MAIN",2,544,210,9.52380952380953,9,-1
"545","BACO",2011,"SEGUNDA","MAIN",3,545,279.5,10.7334525939177,9,0
"546","BACO",2012,"SEGUNDA","MAIN",2,546,400,5,9,1
"547","BACO",2013,"SEGUNDA","MAIN",0,547,140,0,9,2
"548","BACO",2014,"SEGUNDA","MAIN",5,548,300,16.6666666666667,9,3
"549","BACO",2015,"SEGUNDA","MAIN",3,549,242.5,12.3711340206186,9,4
"550","BACO",2016,"SEGUNDA","MAIN",0,550,190,0,9,5
"551","BACO",2006,"TERCERA","MAIN",1,551,160,6.25,11,-5
"552","BACO",2007,"TERCERA","MAIN",4,552,251.6,15.8982511923688,11,-4
"553","BACO",2008,"TERCERA","MAIN",2,553,320,6.25,11,-3
"554","BACO",2009,"TERCERA","MAIN",4,554,302,13.2450331125828,11,-2
"555","BACO",2010,"TERCERA","MAIN",3,555,180,16.6666666666667,11,-1
"556","BACO",2011,"TERCERA","MAIN",4,556,290,13.7931034482759,11,0
"557","BACO",2012,"TERCERA","MAIN",6,557,269,22.3048327137546,11,1
"558","BACO",2013,"TERCERA","MAIN",1,558,190,5.26315789473684,11,2
"559","BACO",2014,"TERCERA","MAIN",4,559,310,12.9032258064516,11,3
"560","BACO",2015,"TERCERA","MAIN",2,560,290,6.89655172413793,11,4
"561","BACO",2016,"TERCERA","MAIN",2,561,170,11.7647058823529,11,5
"562","BACO",2006,"PRIMERA","MASE",9,562,300.9,29.9102691924227,10,-5
"563","BACO",2007,"PRIMERA","MASE",5,563,281.6,17.7556818181818,10,-4
"564","BACO",2008,"PRIMERA","MASE",5,564,216.5,23.094688221709,10,-3
"565","BACO",2009,"PRIMERA","MASE",8,565,210,38.0952380952381,10,-2
"566","BACO",2010,"PRIMERA","MASE",3,566,228,13.1578947368421,10,-1
"567","BACO",2011,"PRIMERA","MASE",6,567,320,18.75,10,0
"568","BACO",2012,"PRIMERA","MASE",2,568,262.5,7.61904761904762,10,1
"569","BACO",2013,"PRIMERA","MASE",2,569,236,8.47457627118644,10,2
"570","BACO",2014,"PRIMERA","MASE",4,570,234.5,17.0575692963753,10,3
"571","BACO",2015,"PRIMERA","MASE",2,571,350,5.71428571428571,10,4
"572","BACO",2016,"PRIMERA","MASE",0,572,196.5,0,10,5
"573","BACO",2006,"SEGUNDA","MASE",6,573,288.4,20.8044382801664,9,-5
"574","BACO",2007,"SEGUNDA","MASE",6,574,293.4,20.4498977505112,9,-4
"575","BACO",2008,"SEGUNDA","MASE",5,575,300,16.6666666666667,9,-3
"576","BACO",2009,"SEGUNDA","MASE",6,576,320,18.75,9,-2
"577","BACO",2010,"SEGUNDA","MASE",0,577,285,0,9,-1
"578","BACO",2011,"SEGUNDA","MASE",2,578,250,8,9,0
"579","BACO",2012,"SEGUNDA","MASE",3,579,337.5,8.88888888888889,9,1
"580","BACO",2013,"SEGUNDA","MASE",0,580,289,0,9,2
"581","BACO",2014,"SEGUNDA","MASE",7,581,275,25.4545454545455,9,3
"582","BACO",2015,"SEGUNDA","MASE",5,582,350,14.2857142857143,9,4
"583","BACO",2016,"SEGUNDA","MASE",6,583,225,26.6666666666667,9,5
"584","BACO",2006,"TERCERA","MASE",4,584,220,18.1818181818182,8,-5
"585","BACO",2007,"TERCERA","MASE",1,585,300,3.33333333333333,8,-4
"586","BACO",2008,"TERCERA","MASE",5,586,320,15.625,8,-3
"587","BACO",2009,"TERCERA","MASE",2,587,300,6.66666666666667,8,-2
"588","BACO",2010,"TERCERA","MASE",0,588,196.5,0,8,-1
"589","BACO",2011,"TERCERA","MASE",2,589,180,11.1111111111111,8,0
"590","BACO",2012,"TERCERA","MASE",3,590,348,8.62068965517241,8,1
"591","BACO",2013,"TERCERA","MASE",0,591,350,0,8,2
"592","BACO",2014,"TERCERA","MASE",0,592,260,0,8,3
"593","BACO",2015,"TERCERA","MASE",2,593,323.5,6.18238021638331,8,4
"594","BACO",2016,"TERCERA","MASE",1,594,207.16999817,4.82695375215198,8,5
"595","BANI",2006,"PRIMERA","LLAV",0,595,256.3,0,6,-5
"596","BANI",2007,"PRIMERA","LLAV",1,596,311,3.21543408360129,6,-4
"597","BANI",2008,"PRIMERA","LLAV",1,597,90.75,11.0192837465565,6,-3
"598","BANI",2009,"PRIMERA","LLAV",1,598,242,4.13223140495868,6,-2
"599","BANI",2010,"PRIMERA","LLAV",0,599,248,0,6,-1
"600","BANI",2011,"PRIMERA","LLAV",2,600,266.5,7.5046904315197,6,0
"601","BANI",2012,"PRIMERA","LLAV",0,601,175,0,6,1
"602","BANI",2013,"PRIMERA","LLAV",2,602,241,8.29875518672199,6,2
"603","BANI",2014,"PRIMERA","LLAV",0,603,271.5,0,6,3
"604","BANI",2015,"PRIMERA","LLAV",1,604,296.5,3.37268128161889,6,4
"605","BANI",2016,"PRIMERA","LLAV",0,605,219,0,6,5
"606","BANI",2006,"SEGUNDA","LLAV",0,606,291.6,0,4,-5
"607","BANI",2007,"SEGUNDA","LLAV",0,607,256.6,0,4,-4
"608","BANI",2008,"SEGUNDA","LLAV",1,608,210,4.76190476190476,4,-3
"609","BANI",2009,"SEGUNDA","LLAV",0,609,194,0,4,-2
"610","BANI",2010,"SEGUNDA","LLAV",3,610,241,12.448132780083,4,-1
"611","BANI",2011,"SEGUNDA","LLAV",0,611,230,0,4,0
"612","BANI",2012,"SEGUNDA","LLAV",0,612,83.5,0,4,1
"613","BANI",2013,"SEGUNDA","LLAV",0,613,252,0,4,2
"614","BANI",2014,"SEGUNDA","LLAV",0,614,229,0,4,3
"615","BANI",2015,"SEGUNDA","LLAV",3,615,255,11.7647058823529,4,4
"616","BANI",2016,"SEGUNDA","LLAV",1,616,110,9.09090909090909,4,5
"617","BANI",2006,"TERCERA","LLAV",1,617,282,3.54609929078014,6,-5
"618","BANI",2007,"TERCERA","LLAV",1,618,320,3.125,6,-4
"619","BANI",2008,"TERCERA","LLAV",0,619,248.5,0,6,-3
"620","BANI",2009,"TERCERA","LLAV",0,620,265,0,6,-2
"621","BANI",2010,"TERCERA","LLAV",1,621,191,5.23560209424084,6,-1
"622","BANI",2011,"TERCERA","LLAV",0,622,198.5,0,6,0
"623","BANI",2012,"TERCERA","LLAV",2,623,206,9.70873786407767,6,1
"625","BANI",2014,"TERCERA","LLAV",0,625,438,0,6,3
"626","BANI",2015,"TERCERA","LLAV",1,626,300,3.33333333333333,6,4
"627","BANI",2016,"TERCERA","LLAV",1,627,200,5,6,5
"628","BANI",2006,"PRIMERA","MAIN",4,628,326.6,12.2473974280465,7,-5
"629","BANI",2007,"PRIMERA","MAIN",1,629,237.5,4.21052631578947,7,-4
"630","BANI",2008,"PRIMERA","MAIN",0,630,269.5,0,7,-3
"631","BANI",2009,"PRIMERA","MAIN",0,631,180,0,7,-2
"632","BANI",2010,"PRIMERA","MAIN",2,632,284.5,7.0298769771529,7,-1
"633","BANI",2011,"PRIMERA","MAIN",3,633,270,11.1111111111111,7,0
"634","BANI",2012,"PRIMERA","MAIN",1,634,220,4.54545454545454,7,1
"635","BANI",2013,"PRIMERA","MAIN",0,635,237,0,7,2
"636","BANI",2014,"PRIMERA","MAIN",2,636,288.5,6.93240901213172,7,3
"637","BANI",2015,"PRIMERA","MAIN",2,637,195,10.2564102564103,7,4
"638","BANI",2016,"PRIMERA","MAIN",0,638,170,0,7,5
"639","BANI",2006,"SEGUNDA","MAIN",5,639,245.2,20.3915171288744,9,-5
"640","BANI",2007,"SEGUNDA","MAIN",2,640,233.4,8.56898029134533,9,-4
"641","BANI",2008,"SEGUNDA","MAIN",2,641,320,6.25,9,-3
"642","BANI",2009,"SEGUNDA","MAIN",1,642,320,3.125,9,-2
"643","BANI",2010,"SEGUNDA","MAIN",4,643,210,19.0476190476191,9,-1
"644","BANI",2011,"SEGUNDA","MAIN",5,644,279.5,17.8890876565295,9,0
"645","BANI",2012,"SEGUNDA","MAIN",0,645,400,0,9,1
"646","BANI",2013,"SEGUNDA","MAIN",0,646,140,0,9,2
"647","BANI",2014,"SEGUNDA","MAIN",3,647,300,10,9,3
"648","BANI",2015,"SEGUNDA","MAIN",2,648,242.5,8.24742268041237,9,4
"649","BANI",2016,"SEGUNDA","MAIN",3,649,190,15.7894736842105,9,5
"650","BANI",2006,"TERCERA","MAIN",0,650,160,0,9,-5
"651","BANI",2007,"TERCERA","MAIN",1,651,251.6,3.97456279809221,9,-4
"652","BANI",2008,"TERCERA","MAIN",3,652,320,9.375,9,-3
"653","BANI",2009,"TERCERA","MAIN",2,653,302,6.62251655629139,9,-2
"654","BANI",2010,"TERCERA","MAIN",1,654,180,5.55555555555556,9,-1
"655","BANI",2011,"TERCERA","MAIN",3,655,290,10.3448275862069,9,0
"656","BANI",2012,"TERCERA","MAIN",2,656,269,7.43494423791822,9,1
"657","BANI",2013,"TERCERA","MAIN",1,657,190,5.26315789473684,9,2
"658","BANI",2014,"TERCERA","MAIN",4,658,310,12.9032258064516,9,3
"659","BANI",2015,"TERCERA","MAIN",4,659,290,13.7931034482759,9,4
"660","BANI",2016,"TERCERA","MAIN",0,660,170,0,9,5
"661","BANI",2006,"PRIMERA","MASE",5,661,300.9,16.6168162180126,4,-5
"662","BANI",2007,"PRIMERA","MASE",0,662,281.6,0,4,-4
"663","BANI",2008,"PRIMERA","MASE",0,663,216.5,0,4,-3
"664","BANI",2009,"PRIMERA","MASE",2,664,210,9.52380952380953,4,-2
"665","BANI",2010,"PRIMERA","MASE",0,665,228,0,4,-1
"666","BANI",2011,"PRIMERA","MASE",3,666,320,9.375,4,0
"667","BANI",2012,"PRIMERA","MASE",0,667,262.5,0,4,1
"668","BANI",2013,"PRIMERA","MASE",0,668,236,0,4,2
"669","BANI",2014,"PRIMERA","MASE",0,669,234.5,0,4,3
"670","BANI",2015,"PRIMERA","MASE",1,670,350,2.85714285714286,4,4
"671","BANI",2016,"PRIMERA","MASE",0,671,196.5,0,4,5
"672","BANI",2006,"SEGUNDA","MASE",1,672,288.4,3.46740638002774,7,-5
"673","BANI",2007,"SEGUNDA","MASE",0,673,293.4,0,7,-4
"674","BANI",2008,"SEGUNDA","MASE",4,674,300,13.3333333333333,7,-3
"675","BANI",2009,"SEGUNDA","MASE",1,675,320,3.125,7,-2
"676","BANI",2010,"SEGUNDA","MASE",0,676,285,0,7,-1
"677","BANI",2011,"SEGUNDA","MASE",0,677,250,0,7,0
"678","BANI",2012,"SEGUNDA","MASE",2,678,337.5,5.92592592592593,7,1
"679","BANI",2013,"SEGUNDA","MASE",0,679,289,0,7,2
"680","BANI",2014,"SEGUNDA","MASE",1,680,275,3.63636363636364,7,3
"681","BANI",2015,"SEGUNDA","MASE",1,681,350,2.85714285714286,7,4
"682","BANI",2016,"SEGUNDA","MASE",1,682,225,4.44444444444444,7,5
"683","BANI",2006,"TERCERA","MASE",2,683,220,9.09090909090909,5,-5
"684","BANI",2007,"TERCERA","MASE",0,684,300,0,5,-4
"685","BANI",2008,"TERCERA","MASE",2,685,320,6.25,5,-3
"686","BANI",2009,"TERCERA","MASE",1,686,300,3.33333333333333,5,-2
"687","BANI",2010,"TERCERA","MASE",0,687,196.5,0,5,-1
"688","BANI",2011,"TERCERA","MASE",0,688,180,0,5,0
"689","BANI",2012,"TERCERA","MASE",1,689,348,2.8735632183908,5,1
"690","BANI",2013,"TERCERA","MASE",0,690,350,0,5,2
"691","BANI",2014,"TERCERA","MASE",3,691,260,11.5384615384615,5,3
"692","BANI",2015,"TERCERA","MASE",0,692,323.5,0,5,4
"693","BANI",2016,"TERCERA","MASE",0,693,207.16999817,0,5,5
"694","BUTO",2006,"PRIMERA","LLAV",0,694,256.3,0,1,-5
"695","BUTO",2007,"PRIMERA","LLAV",0,695,311,0,1,-4
"696","BUTO",2008,"PRIMERA","LLAV",0,696,90.75,0,1,-3
"697","BUTO",2009,"PRIMERA","LLAV",0,697,242,0,1,-2
"698","BUTO",2010,"PRIMERA","LLAV",0,698,248,0,1,-1
"699","BUTO",2011,"PRIMERA","LLAV",0,699,266.5,0,1,0
"700","BUTO",2012,"PRIMERA","LLAV",2,700,175,11.4285714285714,1,1
"701","BUTO",2013,"PRIMERA","LLAV",0,701,241,0,1,2
"702","BUTO",2014,"PRIMERA","LLAV",0,702,271.5,0,1,3
"703","BUTO",2015,"PRIMERA","LLAV",0,703,296.5,0,1,4
"704","BUTO",2016,"PRIMERA","LLAV",0,704,219,0,1,5
"705","BUTO",2006,"SEGUNDA","LLAV",0,705,291.6,0,2,-5
"706","BUTO",2007,"SEGUNDA","LLAV",0,706,256.6,0,2,-4
"707","BUTO",2008,"SEGUNDA","LLAV",0,707,210,0,2,-3
"708","BUTO",2009,"SEGUNDA","LLAV",0,708,194,0,2,-2
"709","BUTO",2010,"SEGUNDA","LLAV",0,709,241,0,2,-1
"710","BUTO",2011,"SEGUNDA","LLAV",1,710,230,4.34782608695652,2,0
"711","BUTO",2012,"SEGUNDA","LLAV",0,711,83.5,0,2,1
"712","BUTO",2013,"SEGUNDA","LLAV",0,712,252,0,2,2
"713","BUTO",2014,"SEGUNDA","LLAV",0,713,229,0,2,3
"714","BUTO",2015,"SEGUNDA","LLAV",2,714,255,7.84313725490196,2,4
"715","BUTO",2016,"SEGUNDA","LLAV",0,715,110,0,2,5
"716","BUTO",2006,"TERCERA","LLAV",0,716,282,0,1,-5
"717","BUTO",2007,"TERCERA","LLAV",2,717,320,6.25,1,-4
"718","BUTO",2008,"TERCERA","LLAV",0,718,248.5,0,1,-3
"719","BUTO",2009,"TERCERA","LLAV",0,719,265,0,1,-2
"720","BUTO",2010,"TERCERA","LLAV",0,720,191,0,1,-1
"721","BUTO",2011,"TERCERA","LLAV",0,721,198.5,0,1,0
"722","BUTO",2012,"TERCERA","LLAV",0,722,206,0,1,1
"724","BUTO",2014,"TERCERA","LLAV",0,724,438,0,1,3
"725","BUTO",2015,"TERCERA","LLAV",0,725,300,0,1,4
"726","BUTO",2016,"TERCERA","LLAV",0,726,200,0,1,5
"727","BUTO",2006,"PRIMERA","MAIN",5,727,326.6,15.3092467850582,10,-5
"728","BUTO",2007,"PRIMERA","MAIN",2,728,237.5,8.42105263157895,10,-4
"729","BUTO",2008,"PRIMERA","MAIN",1,729,269.5,3.71057513914657,10,-3
"730","BUTO",2009,"PRIMERA","MAIN",1,730,180,5.55555555555556,10,-2
"731","BUTO",2010,"PRIMERA","MAIN",3,731,284.5,10.5448154657294,10,-1
