"","Specie.Code","year","session","Location","N","i","tot_net_hours","caps_per_1K_nethours","tot.yrs","year_cent"
"3944","MASQ",2011,"SEGUNDA","MASE",0,3944,250,0,5,0
"3945","MASQ",2012,"SEGUNDA","MASE",0,3945,337.5,0,5,1
"3946","MASQ",2013,"SEGUNDA","MASE",0,3946,289,0,5,2
"3947","MASQ",2014,"SEGUNDA","MASE",0,3947,275,0,5,3
"3948","MASQ",2015,"SEGUNDA","MASE",4,3948,350,11.4285714285714,5,4
"3949","MASQ",2016,"SEGUNDA","MASE",0,3949,225,0,5,5
"3950","MASQ",2006,"TERCERA","MASE",0,3950,220,0,4,-5
"3951","MASQ",2007,"TERCERA","MASE",0,3951,300,0,4,-4
"3952","MASQ",2008,"TERCERA","MASE",1,3952,320,3.125,4,-3
"3953","MASQ",2009,"TERCERA","MASE",2,3953,300,6.66666666666667,4,-2
"3954","MASQ",2010,"TERCERA","MASE",0,3954,196.5,0,4,-1
"3955","MASQ",2011,"TERCERA","MASE",0,3955,180,0,4,0
"3956","MASQ",2012,"TERCERA","MASE",0,3956,348,0,4,1
"3957","MASQ",2013,"TERCERA","MASE",2,3957,350,5.71428571428571,4,2
"3958","MASQ",2014,"TERCERA","MASE",0,3958,260,0,4,3
"3959","MASQ",2015,"TERCERA","MASE",1,3959,323.5,3.09119010819165,4,4
"3960","MASQ",2016,"TERCERA","MASE",0,3960,207.16999817,0,4,5
"3961","MEBA",2006,"PRIMERA","LLAV",0,3961,256.3,0,7,-5
"3962","MEBA",2007,"PRIMERA","LLAV",1,3962,311,3.21543408360129,7,-4
"3963","MEBA",2008,"PRIMERA","LLAV",1,3963,90.75,11.0192837465565,7,-3
"3964","MEBA",2009,"PRIMERA","LLAV",0,3964,242,0,7,-2
"3965","MEBA",2010,"PRIMERA","LLAV",0,3965,248,0,7,-1
"3966","MEBA",2011,"PRIMERA","LLAV",1,3966,266.5,3.75234521575985,7,0
"3967","MEBA",2012,"PRIMERA","LLAV",1,3967,175,5.71428571428571,7,1
"3968","MEBA",2013,"PRIMERA","LLAV",1,3968,241,4.149377593361,7,2
"3969","MEBA",2014,"PRIMERA","LLAV",2,3969,271.5,7.36648250460405,7,3
"3970","MEBA",2015,"PRIMERA","LLAV",1,3970,296.5,3.37268128161889,7,4
"3971","MEBA",2016,"PRIMERA","LLAV",0,3971,219,0,7,5
"3972","MEBA",2006,"SEGUNDA","LLAV",9,3972,291.6,30.8641975308642,10,-5
"3973","MEBA",2007,"SEGUNDA","LLAV",29,3973,256.6,113.016367887763,10,-4
"3974","MEBA",2008,"SEGUNDA","LLAV",10,3974,210,47.6190476190476,10,-3
"3975","MEBA",2009,"SEGUNDA","LLAV",1,3975,194,5.15463917525773,10,-2
"3976","MEBA",2010,"SEGUNDA","LLAV",17,3976,241,70.5394190871369,10,-1
"3977","MEBA",2011,"SEGUNDA","LLAV",7,3977,230,30.4347826086957,10,0
"3978","MEBA",2012,"SEGUNDA","LLAV",15,3978,83.5,179.640718562874,10,1
"3979","MEBA",2013,"SEGUNDA","LLAV",0,3979,252,0,10,2
"3980","MEBA",2014,"SEGUNDA","LLAV",30,3980,229,131.004366812227,10,3
"3981","MEBA",2015,"SEGUNDA","LLAV",12,3981,255,47.0588235294118,10,4
"3982","MEBA",2016,"SEGUNDA","LLAV",6,3982,110,54.5454545454545,10,5
"3983","MEBA",2006,"TERCERA","LLAV",2,3983,282,7.09219858156028,8,-5
"3984","MEBA",2007,"TERCERA","LLAV",9,3984,320,28.125,8,-4
"3985","MEBA",2008,"TERCERA","LLAV",1,3985,248.5,4.02414486921529,8,-3
"3986","MEBA",2009,"TERCERA","LLAV",1,3986,265,3.77358490566038,8,-2
"3987","MEBA",2010,"TERCERA","LLAV",3,3987,191,15.7068062827225,8,-1
"3988","MEBA",2011,"TERCERA","LLAV",6,3988,198.5,30.2267002518892,8,0
"3989","MEBA",2012,"TERCERA","LLAV",7,3989,206,33.9805825242718,8,1
"3991","MEBA",2014,"TERCERA","LLAV",7,3991,438,15.9817351598174,8,3
"3992","MEBA",2015,"TERCERA","LLAV",0,3992,300,0,8,4
"3993","MEBA",2016,"TERCERA","LLAV",0,3993,200,0,8,5
"3994","MEBA",2006,"PRIMERA","MAIN",0,3994,326.6,0,1,-5
"3995","MEBA",2007,"PRIMERA","MAIN",0,3995,237.5,0,1,-4
"3996","MEBA",2008,"PRIMERA","MAIN",0,3996,269.5,0,1,-3
"3997","MEBA",2009,"PRIMERA","MAIN",0,3997,180,0,1,-2
"3998","MEBA",2010,"PRIMERA","MAIN",0,3998,284.5,0,1,-1
"3999","MEBA",2011,"PRIMERA","MAIN",0,3999,270,0,1,0
"4000","MEBA",2012,"PRIMERA","MAIN",0,4000,220,0,1,1
"4001","MEBA",2013,"PRIMERA","MAIN",1,4001,237,4.21940928270042,1,2
"4002","MEBA",2014,"PRIMERA","MAIN",0,4002,288.5,0,1,3
"4003","MEBA",2015,"PRIMERA","MAIN",0,4003,195,0,1,4
"4004","MEBA",2016,"PRIMERA","MAIN",0,4004,170,0,1,5
"4005","MEBA",2006,"SEGUNDA","MAIN",0,4005,245.2,0,0,-5
"4006","MEBA",2007,"SEGUNDA","MAIN",0,4006,233.4,0,0,-4
"4007","MEBA",2008,"SEGUNDA","MAIN",0,4007,320,0,0,-3
"4008","MEBA",2009,"SEGUNDA","MAIN",0,4008,320,0,0,-2
"4009","MEBA",2010,"SEGUNDA","MAIN",0,4009,210,0,0,-1
"4010","MEBA",2011,"SEGUNDA","MAIN",0,4010,279.5,0,0,0
"4011","MEBA",2012,"SEGUNDA","MAIN",0,4011,400,0,0,1
"4012","MEBA",2013,"SEGUNDA","MAIN",0,4012,140,0,0,2
"4013","MEBA",2014,"SEGUNDA","MAIN",0,4013,300,0,0,3
"4014","MEBA",2015,"SEGUNDA","MAIN",0,4014,242.5,0,0,4
"4015","MEBA",2016,"SEGUNDA","MAIN",0,4015,190,0,0,5
"4016","MEBA",2006,"TERCERA","MAIN",0,4016,160,0,0,-5
"4017","MEBA",2007,"TERCERA","MAIN",0,4017,251.6,0,0,-4
"4018","MEBA",2008,"TERCERA","MAIN",0,4018,320,0,0,-3
"4019","MEBA",2009,"TERCERA","MAIN",0,4019,302,0,0,-2
"4020","MEBA",2010,"TERCERA","MAIN",0,4020,180,0,0,-1
"4021","MEBA",2011,"TERCERA","MAIN",0,4021,290,0,0,0
"4022","MEBA",2012,"TERCERA","MAIN",0,4022,269,0,0,1
"4023","MEBA",2013,"TERCERA","MAIN",0,4023,190,0,0,2
"4024","MEBA",2014,"TERCERA","MAIN",0,4024,310,0,0,3
"4025","MEBA",2015,"TERCERA","MAIN",0,4025,290,0,0,4
"4026","MEBA",2016,"TERCERA","MAIN",0,4026,170,0,0,5
"4027","MEBA",2006,"PRIMERA","MASE",0,4027,300.9,0,0,-5
"4028","MEBA",2007,"PRIMERA","MASE",0,4028,281.6,0,0,-4
"4029","MEBA",2008,"PRIMERA","MASE",0,4029,216.5,0,0,-3
"4030","MEBA",2009,"PRIMERA","MASE",0,4030,210,0,0,-2
"4031","MEBA",2010,"PRIMERA","MASE",0,4031,228,0,0,-1
"4032","MEBA",2011,"PRIMERA","MASE",0,4032,320,0,0,0
"4033","MEBA",2012,"PRIMERA","MASE",0,4033,262.5,0,0,1
"4034","MEBA",2013,"PRIMERA","MASE",0,4034,236,0,0,2
"4035","MEBA",2014,"PRIMERA","MASE",0,4035,234.5,0,0,3
"4036","MEBA",2015,"PRIMERA","MASE",0,4036,350,0,0,4
"4037","MEBA",2016,"PRIMERA","MASE",0,4037,196.5,0,0,5
"4038","MEBA",2006,"SEGUNDA","MASE",0,4038,288.4,0,1,-5
"4039","MEBA",2007,"SEGUNDA","MASE",1,4039,293.4,3.40831629175188,1,-4
"4040","MEBA",2008,"SEGUNDA","MASE",0,4040,300,0,1,-3
"4041","MEBA",2009,"SEGUNDA","MASE",0,4041,320,0,1,-2
"4042","MEBA",2010,"SEGUNDA","MASE",0,4042,285,0,1,-1
"4043","MEBA",2011,"SEGUNDA","MASE",0,4043,250,0,1,0
"4044","MEBA",2012,"SEGUNDA","MASE",0,4044,337.5,0,1,1
"4045","MEBA",2013,"SEGUNDA","MASE",0,4045,289,0,1,2
"4046","MEBA",2014,"SEGUNDA","MASE",0,4046,275,0,1,3
"4047","MEBA",2015,"SEGUNDA","MASE",0,4047,350,0,1,4
"4048","MEBA",2016,"SEGUNDA","MASE",0,4048,225,0,1,5
"4049","MEBA",2006,"TERCERA","MASE",0,4049,220,0,0,-5
"4050","MEBA",2007,"TERCERA","MASE",0,4050,300,0,0,-4
"4051","MEBA",2008,"TERCERA","MASE",0,4051,320,0,0,-3
"4052","MEBA",2009,"TERCERA","MASE",0,4052,300,0,0,-2
"4053","MEBA",2010,"TERCERA","MASE",0,4053,196.5,0,0,-1
"4054","MEBA",2011,"TERCERA","MASE",0,4054,180,0,0,0
"4055","MEBA",2012,"TERCERA","MASE",0,4055,348,0,0,1
"4056","MEBA",2013,"TERCERA","MASE",0,4056,350,0,0,2
"4057","MEBA",2014,"TERCERA","MASE",0,4057,260,0,0,3
"4058","MEBA",2015,"TERCERA","MASE",0,4058,323.5,0,0,4
"4059","MEBA",2016,"TERCERA","MASE",0,4059,207.16999817,0,0,5
"4060","MELE",2006,"PRIMERA","LLAV",0,4060,256.3,0,2,-5
"4061","MELE",2007,"PRIMERA","LLAV",0,4061,311,0,2,-4
"4062","MELE",2008,"PRIMERA","LLAV",1,4062,90.75,11.0192837465565,2,-3
"4063","MELE",2009,"PRIMERA","LLAV",0,4063,242,0,2,-2
"4064","MELE",2010,"PRIMERA","LLAV",0,4064,248,0,2,-1
"4065","MELE",2011,"PRIMERA","LLAV",0,4065,266.5,0,2,0
"4066","MELE",2012,"PRIMERA","LLAV",0,4066,175,0,2,1
"4067","MELE",2013,"PRIMERA","LLAV",1,4067,241,4.149377593361,2,2
"4068","MELE",2014,"PRIMERA","LLAV",0,4068,271.5,0,2,3
"4069","MELE",2015,"PRIMERA","LLAV",0,4069,296.5,0,2,4
"4070","MELE",2016,"PRIMERA","LLAV",0,4070,219,0,2,5
"4071","MELE",2006,"SEGUNDA","LLAV",2,4071,291.6,6.85871056241427,2,-5
"4072","MELE",2007,"SEGUNDA","LLAV",0,4072,256.6,0,2,-4
"4073","MELE",2008,"SEGUNDA","LLAV",0,4073,210,0,2,-3
"4074","MELE",2009,"SEGUNDA","LLAV",0,4074,194,0,2,-2
"4075","MELE",2010,"SEGUNDA","LLAV",0,4075,241,0,2,-1
"4076","MELE",2011,"SEGUNDA","LLAV",1,4076,230,4.34782608695652,2,0
"4077","MELE",2012,"SEGUNDA","LLAV",0,4077,83.5,0,2,1
"4078","MELE",2013,"SEGUNDA","LLAV",0,4078,252,0,2,2
"4079","MELE",2014,"SEGUNDA","LLAV",0,4079,229,0,2,3
"4080","MELE",2015,"SEGUNDA","LLAV",0,4080,255,0,2,4
"4081","MELE",2016,"SEGUNDA","LLAV",0,4081,110,0,2,5
"4082","MELE",2006,"TERCERA","LLAV",0,4082,282,0,3,-5
"4083","MELE",2007,"TERCERA","LLAV",2,4083,320,6.25,3,-4
"4084","MELE",2008,"TERCERA","LLAV",1,4084,248.5,4.02414486921529,3,-3
"4085","MELE",2009,"TERCERA","LLAV",0,4085,265,0,3,-2
"4086","MELE",2010,"TERCERA","LLAV",0,4086,191,0,3,-1
"4087","MELE",2011,"TERCERA","LLAV",0,4087,198.5,0,3,0
"4088","MELE",2012,"TERCERA","LLAV",0,4088,206,0,3,1
"4090","MELE",2014,"TERCERA","LLAV",1,4090,438,2.28310502283105,3,3
"4091","MELE",2015,"TERCERA","LLAV",0,4091,300,0,3,4
"4092","MELE",2016,"TERCERA","LLAV",0,4092,200,0,3,5
"4093","MELE",2006,"PRIMERA","MAIN",0,4093,326.6,0,0,-5
"4094","MELE",2007,"PRIMERA","MAIN",0,4094,237.5,0,0,-4
"4095","MELE",2008,"PRIMERA","MAIN",0,4095,269.5,0,0,-3
"4096","MELE",2009,"PRIMERA","MAIN",0,4096,180,0,0,-2
"4097","MELE",2010,"PRIMERA","MAIN",0,4097,284.5,0,0,-1
"4098","MELE",2011,"PRIMERA","MAIN",0,4098,270,0,0,0
"4099","MELE",2012,"PRIMERA","MAIN",0,4099,220,0,0,1
"4100","MELE",2013,"PRIMERA","MAIN",0,4100,237,0,0,2
"4101","MELE",2014,"PRIMERA","MAIN",0,4101,288.5,0,0,3
"4102","MELE",2015,"PRIMERA","MAIN",0,4102,195,0,0,4
"4103","MELE",2016,"PRIMERA","MAIN",0,4103,170,0,0,5
"4104","MELE",2006,"SEGUNDA","MAIN",0,4104,245.2,0,0,-5
"4105","MELE",2007,"SEGUNDA","MAIN",0,4105,233.4,0,0,-4
"4106","MELE",2008,"SEGUNDA","MAIN",0,4106,320,0,0,-3
"4107","MELE",2009,"SEGUNDA","MAIN",0,4107,320,0,0,-2
"4108","MELE",2010,"SEGUNDA","MAIN",0,4108,210,0,0,-1
"4109","MELE",2011,"SEGUNDA","MAIN",0,4109,279.5,0,0,0
"4110","MELE",2012,"SEGUNDA","MAIN",0,4110,400,0,0,1
"4111","MELE",2013,"SEGUNDA","MAIN",0,4111,140,0,0,2
"4112","MELE",2014,"SEGUNDA","MAIN",0,4112,300,0,0,3
"4113","MELE",2015,"SEGUNDA","MAIN",0,4113,242.5,0,0,4
"4114","MELE",2016,"SEGUNDA","MAIN",0,4114,190,0,0,5
"4115","MELE",2006,"TERCERA","MAIN",0,4115,160,0,0,-5
"4116","MELE",2007,"TERCERA","MAIN",0,4116,251.6,0,0,-4
"4117","MELE",2008,"TERCERA","MAIN",0,4117,320,0,0,-3
"4118","MELE",2009,"TERCERA","MAIN",0,4118,302,0,0,-2
"4119","MELE",2010,"TERCERA","MAIN",0,4119,180,0,0,-1
"4120","MELE",2011,"TERCERA","MAIN",0,4120,290,0,0,0
"4121","MELE",2012,"TERCERA","MAIN",0,4121,269,0,0,1
"4122","MELE",2013,"TERCERA","MAIN",0,4122,190,0,0,2
"4123","MELE",2014,"TERCERA","MAIN",0,4123,310,0,0,3
"4124","MELE",2015,"TERCERA","MAIN",0,4124,290,0,0,4
"4125","MELE",2016,"TERCERA","MAIN",0,4125,170,0,0,5
"4126","MELE",2006,"PRIMERA","MASE",0,4126,300.9,0,0,-5
"4127","MELE",2007,"PRIMERA","MASE",0,4127,281.6,0,0,-4
"4128","MELE",2008,"PRIMERA","MASE",0,4128,216.5,0,0,-3
"4129","MELE",2009,"PRIMERA","MASE",0,4129,210,0,0,-2
"4130","MELE",2010,"PRIMERA","MASE",0,4130,228,0,0,-1
"4131","MELE",2011,"PRIMERA","MASE",0,4131,320,0,0,0
"4132","MELE",2012,"PRIMERA","MASE",0,4132,262.5,0,0,1
"4133","MELE",2013,"PRIMERA","MASE",0,4133,236,0,0,2
"4134","MELE",2014,"PRIMERA","MASE",0,4134,234.5,0,0,3
"4135","MELE",2015,"PRIMERA","MASE",0,4135,350,0,0,4
"4136","MELE",2016,"PRIMERA","MASE",0,4136,196.5,0,0,5
"4137","MELE",2006,"SEGUNDA","MASE",0,4137,288.4,0,0,-5
"4138","MELE",2007,"SEGUNDA","MASE",0,4138,293.4,0,0,-4
"4139","MELE",2008,"SEGUNDA","MASE",0,4139,300,0,0,-3
"4140","MELE",2009,"SEGUNDA","MASE",0,4140,320,0,0,-2
"4141","MELE",2010,"SEGUNDA","MASE",0,4141,285,0,0,-1
"4142","MELE",2011,"SEGUNDA","MASE",0,4142,250,0,0,0
"4143","MELE",2012,"SEGUNDA","MASE",0,4143,337.5,0,0,1
"4144","MELE",2013,"SEGUNDA","MASE",0,4144,289,0,0,2
"4145","MELE",2014,"SEGUNDA","MASE",0,4145,275,0,0,3
"4146","MELE",2015,"SEGUNDA","MASE",0,4146,350,0,0,4
"4147","MELE",2016,"SEGUNDA","MASE",0,4147,225,0,0,5
"4148","MELE",2006,"TERCERA","MASE",0,4148,220,0,0,-5
"4149","MELE",2007,"TERCERA","MASE",0,4149,300,0,0,-4
"4150","MELE",2008,"TERCERA","MASE",0,4150,320,0,0,-3
"4151","MELE",2009,"TERCERA","MASE",0,4151,300,0,0,-2
"4152","MELE",2010,"TERCERA","MASE",0,4152,196.5,0,0,-1
"4153","MELE",2011,"TERCERA","MASE",0,4153,180,0,0,0
"4154","MELE",2012,"TERCERA","MASE",0,4154,348,0,0,1
"4155","MELE",2013,"TERCERA","MASE",0,4155,350,0,0,2
"4156","MELE",2014,"TERCERA","MASE",0,4156,260,0,0,3
"4157","MELE",2015,"TERCERA","MASE",0,4157,323.5,0,0,4
"4158","MELE",2016,"TERCERA","MASE",0,4158,207.16999817,0,0,5
"4159","MEST",2006,"PRIMERA","LLAV",0,4159,256.3,0,2,-5
"4160","MEST",2007,"PRIMERA","LLAV",0,4160,311,0,2,-4
"4161","MEST",2008,"PRIMERA","LLAV",0,4161,90.75,0,2,-3
"4162","MEST",2009,"PRIMERA","LLAV",0,4162,242,0,2,-2
"4163","MEST",2010,"PRIMERA","LLAV",0,4163,248,0,2,-1
"4164","MEST",2011,"PRIMERA","LLAV",0,4164,266.5,0,2,0
"4165","MEST",2012,"PRIMERA","LLAV",1,4165,175,5.71428571428571,2,1
"4166","MEST",2013,"PRIMERA","LLAV",0,4166,241,0,2,2
"4167","MEST",2014,"PRIMERA","LLAV",1,4167,271.5,3.68324125230203,2,3
"4168","MEST",2015,"PRIMERA","LLAV",0,4168,296.5,0,2,4
"4169","MEST",2016,"PRIMERA","LLAV",0,4169,219,0,2,5
"4170","MEST",2006,"SEGUNDA","LLAV",0,4170,291.6,0,1,-5
"4171","MEST",2007,"SEGUNDA","LLAV",0,4171,256.6,0,1,-4
"4172","MEST",2008,"SEGUNDA","LLAV",0,4172,210,0,1,-3
"4173","MEST",2009,"SEGUNDA","LLAV",0,4173,194,0,1,-2
"4174","MEST",2010,"SEGUNDA","LLAV",0,4174,241,0,1,-1
"4175","MEST",2011,"SEGUNDA","LLAV",0,4175,230,0,1,0
"4176","MEST",2012,"SEGUNDA","LLAV",0,4176,83.5,0,1,1
"4177","MEST",2013,"SEGUNDA","LLAV",0,4177,252,0,1,2
"4178","MEST",2014,"SEGUNDA","LLAV",2,4178,229,8.73362445414847,1,3
"4179","MEST",2015,"SEGUNDA","LLAV",0,4179,255,0,1,4
"4180","MEST",2016,"SEGUNDA","LLAV",0,4180,110,0,1,5
"4181","MEST",2006,"TERCERA","LLAV",0,4181,282,0,1,-5
"4182","MEST",2007,"TERCERA","LLAV",1,4182,320,3.125,1,-4
"4183","MEST",2008,"TERCERA","LLAV",0,4183,248.5,0,1,-3
"4184","MEST",2009,"TERCERA","LLAV",0,4184,265,0,1,-2
"4185","MEST",2010,"TERCERA","LLAV",0,4185,191,0,1,-1
"4186","MEST",2011,"TERCERA","LLAV",0,4186,198.5,0,1,0
"4187","MEST",2012,"TERCERA","LLAV",0,4187,206,0,1,1
"4189","MEST",2014,"TERCERA","LLAV",0,4189,438,0,1,3
"4190","MEST",2015,"TERCERA","LLAV",0,4190,300,0,1,4
"4191","MEST",2016,"TERCERA","LLAV",0,4191,200,0,1,5
"4192","MEST",2006,"PRIMERA","MAIN",0,4192,326.6,0,0,-5
"4193","MEST",2007,"PRIMERA","MAIN",0,4193,237.5,0,0,-4
"4194","MEST",2008,"PRIMERA","MAIN",0,4194,269.5,0,0,-3
"4195","MEST",2009,"PRIMERA","MAIN",0,4195,180,0,0,-2
"4196","MEST",2010,"PRIMERA","MAIN",0,4196,284.5,0,0,-1
"4197","MEST",2011,"PRIMERA","MAIN",0,4197,270,0,0,0
"4198","MEST",2012,"PRIMERA","MAIN",0,4198,220,0,0,1
"4199","MEST",2013,"PRIMERA","MAIN",0,4199,237,0,0,2
"4200","MEST",2014,"PRIMERA","MAIN",0,4200,288.5,0,0,3
"4201","MEST",2015,"PRIMERA","MAIN",0,4201,195,0,0,4
"4202","MEST",2016,"PRIMERA","MAIN",0,4202,170,0,0,5
"4203","MEST",2006,"SEGUNDA","MAIN",0,4203,245.2,0,0,-5
"4204","MEST",2007,"SEGUNDA","MAIN",0,4204,233.4,0,0,-4
"4205","MEST",2008,"SEGUNDA","MAIN",0,4205,320,0,0,-3
"4206","MEST",2009,"SEGUNDA","MAIN",0,4206,320,0,0,-2
"4207","MEST",2010,"SEGUNDA","MAIN",0,4207,210,0,0,-1
"4208","MEST",2011,"SEGUNDA","MAIN",0,4208,279.5,0,0,0
"4209","MEST",2012,"SEGUNDA","MAIN",0,4209,400,0,0,1
"4210","MEST",2013,"SEGUNDA","MAIN",0,4210,140,0,0,2
"4211","MEST",2014,"SEGUNDA","MAIN",0,4211,300,0,0,3
"4212","MEST",2015,"SEGUNDA","MAIN",0,4212,242.5,0,0,4
"4213","MEST",2016,"SEGUNDA","MAIN",0,4213,190,0,0,5
"4214","MEST",2006,"TERCERA","MAIN",0,4214,160,0,0,-5
"4215","MEST",2007,"TERCERA","MAIN",0,4215,251.6,0,0,-4
"4216","MEST",2008,"TERCERA","MAIN",0,4216,320,0,0,-3
"4217","MEST",2009,"TERCERA","MAIN",0,4217,302,0,0,-2
"4218","MEST",2010,"TERCERA","MAIN",0,4218,180,0,0,-1
"4219","MEST",2011,"TERCERA","MAIN",0,4219,290,0,0,0
"4220","MEST",2012,"TERCERA","MAIN",0,4220,269,0,0,1
"4221","MEST",2013,"TERCERA","MAIN",0,4221,190,0,0,2
"4222","MEST",2014,"TERCERA","MAIN",0,4222,310,0,0,3
"4223","MEST",2015,"TERCERA","MAIN",0,4223,290,0,0,4
"4224","MEST",2016,"TERCERA","MAIN",0,4224,170,0,0,5
"4225","MEST",2006,"PRIMERA","MASE",0,4225,300.9,0,1,-5
"4226","MEST",2007,"PRIMERA","MASE",0,4226,281.6,0,1,-4
"4227","MEST",2008,"PRIMERA","MASE",0,4227,216.5,0,1,-3
"4228","MEST",2009,"PRIMERA","MASE",0,4228,210,0,1,-2
"4229","MEST",2010,"PRIMERA","MASE",0,4229,228,0,1,-1
"4230","MEST",2011,"PRIMERA","MASE",0,4230,320,0,1,0
"4231","MEST",2012,"PRIMERA","MASE",0,4231,262.5,0,1,1
"4232","MEST",2013,"PRIMERA","MASE",1,4232,236,4.23728813559322,1,2
"4233","MEST",2014,"PRIMERA","MASE",0,4233,234.5,0,1,3
"4234","MEST",2015,"PRIMERA","MASE",0,4234,350,0,1,4
"4235","MEST",2016,"PRIMERA","MASE",0,4235,196.5,0,1,5
"4236","MEST",2006,"SEGUNDA","MASE",0,4236,288.4,0,1,-5
"4237","MEST",2007,"SEGUNDA","MASE",0,4237,293.4,0,1,-4
"4238","MEST",2008,"SEGUNDA","MASE",0,4238,300,0,1,-3
"4239","MEST",2009,"SEGUNDA","MASE",0,4239,320,0,1,-2
"4240","MEST",2010,"SEGUNDA","MASE",0,4240,285,0,1,-1
"4241","MEST",2011,"SEGUNDA","MASE",0,4241,250,0,1,0
"4242","MEST",2012,"SEGUNDA","MASE",0,4242,337.5,0,1,1
"4243","MEST",2013,"SEGUNDA","MASE",0,4243,289,0,1,2
"4244","MEST",2014,"SEGUNDA","MASE",0,4244,275,0,1,3
"4245","MEST",2015,"SEGUNDA","MASE",1,4245,350,2.85714285714286,1,4
"4246","MEST",2016,"SEGUNDA","MASE",0,4246,225,0,1,5
"4247","MEST",2006,"TERCERA","MASE",0,4247,220,0,2,-5
"4248","MEST",2007,"TERCERA","MASE",0,4248,300,0,2,-4
"4249","MEST",2008,"TERCERA","MASE",0,4249,320,0,2,-3
"4250","MEST",2009,"TERCERA","MASE",0,4250,300,0,2,-2
"4251","MEST",2010,"TERCERA","MASE",0,4251,196.5,0,2,-1
"4252","MEST",2011,"TERCERA","MASE",1,4252,180,5.55555555555556,2,0
"4253","MEST",2012,"TERCERA","MASE",0,4253,348,0,2,1
"4254","MEST",2013,"TERCERA","MASE",0,4254,350,0,2,2
"4255","MEST",2014,"TERCERA","MASE",0,4255,260,0,2,3
"4256","MEST",2015,"TERCERA","MASE",0,4256,323.5,0,2,4
"4257","MEST",2016,"TERCERA","MASE",1,4257,207.16999817,4.82695375215198,2,5
"4258","METY",2006,"PRIMERA","LLAV",14,4258,256.3,54.6234880998829,10,-5
"4259","METY",2007,"PRIMERA","LLAV",41,4259,311,131.832797427653,10,-4
"4260","METY",2008,"PRIMERA","LLAV",9,4260,90.75,99.1735537190083,10,-3
"4261","METY",2009,"PRIMERA","LLAV",5,4261,242,20.6611570247934,10,-2
"4262","METY",2010,"PRIMERA","LLAV",5,4262,248,20.1612903225806,10,-1
"4263","METY",2011,"PRIMERA","LLAV",12,4263,266.5,45.0281425891182,10,0
"4264","METY",2012,"PRIMERA","LLAV",10,4264,175,57.1428571428571,10,1
"4265","METY",2013,"PRIMERA","LLAV",8,4265,241,33.195020746888,10,2
"4266","METY",2014,"PRIMERA","LLAV",15,4266,271.5,55.2486187845304,10,3
"4267","METY",2015,"PRIMERA","LLAV",14,4267,296.5,47.2175379426644,10,4
"4268","METY",2016,"PRIMERA","LLAV",0,4268,219,0,10,5
"4269","METY",2006,"SEGUNDA","LLAV",22,4269,291.6,75.4458161865569,10,-5
"4270","METY",2007,"SEGUNDA","LLAV",14,4270,256.6,54.5596258768511,10,-4
"4271","METY",2008,"SEGUNDA","LLAV",18,4271,210,85.7142857142857,10,-3
"4272","METY",2009,"SEGUNDA","LLAV",10,4272,194,51.5463917525773,10,-2
"4273","METY",2010,"SEGUNDA","LLAV",27,4273,241,112.033195020747,10,-1
"4274","METY",2011,"SEGUNDA","LLAV",23,4274,230,100,10,0
"4275","METY",2012,"SEGUNDA","LLAV",13,4275,83.5,155.688622754491,10,1
"4276","METY",2013,"SEGUNDA","LLAV",0,4276,252,0,10,2
"4277","METY",2014,"SEGUNDA","LLAV",25,4277,229,109.170305676856,10,3
"4278","METY",2015,"SEGUNDA","LLAV",27,4278,255,105.882352941176,10,4
"4279","METY",2016,"SEGUNDA","LLAV",10,4279,110,90.9090909090909,10,5
"4280","METY",2006,"TERCERA","LLAV",10,4280,282,35.4609929078014,10,-5
"4281","METY",2007,"TERCERA","LLAV",6,4281,320,18.75,10,-4
"4282","METY",2008,"TERCERA","LLAV",2,4282,248.5,8.04828973843058,10,-3
"4283","METY",2009,"TERCERA","LLAV",13,4283,265,49.0566037735849,10,-2
"4284","METY",2010,"TERCERA","LLAV",7,4284,191,36.6492146596859,10,-1
"4285","METY",2011,"TERCERA","LLAV",7,4285,198.5,35.264483627204,10,0
"4286","METY",2012,"TERCERA","LLAV",6,4286,206,29.126213592233,10,1
"4288","METY",2014,"TERCERA","LLAV",8,4288,438,18.2648401826484,10,3
"4289","METY",2015,"TERCERA","LLAV",7,4289,300,23.3333333333333,10,4
"4290","METY",2016,"TERCERA","LLAV",10,4290,200,50,10,5
"4291","METY",2006,"PRIMERA","MAIN",11,4291,326.6,33.680342927128,10,-5
"4292","METY",2007,"PRIMERA","MAIN",6,4292,237.5,25.2631578947368,10,-4
"4293","METY",2008,"PRIMERA","MAIN",8,4293,269.5,29.6846011131725,10,-3
"4294","METY",2009,"PRIMERA","MAIN",3,4294,180,16.6666666666667,10,-2
"4295","METY",2010,"PRIMERA","MAIN",4,4295,284.5,14.0597539543058,10,-1
"4296","METY",2011,"PRIMERA","MAIN",11,4296,270,40.7407407407407,10,0
"4297","METY",2012,"PRIMERA","MAIN",3,4297,220,13.6363636363636,10,1
"4298","METY",2013,"PRIMERA","MAIN",7,4298,237,29.535864978903,10,2
"4299","METY",2014,"PRIMERA","MAIN",7,4299,288.5,24.263431542461,10,3
"4300","METY",2015,"PRIMERA","MAIN",6,4300,195,30.7692307692308,10,4
"4301","METY",2016,"PRIMERA","MAIN",0,4301,170,0,10,5
